CUST_TYPE,C_FIRST_NM,C_MDL_NM,C_LAST_NM,C_GENDER,C_BIRTHDT,C_AGE,C_MARITAL,C_INCOME,C_SRC_CHNL,C_PREF_CHNL,C_CUST_STATUS,C_CUST_LFCYCL,C_EMP_STATUS,C_CRD_RTNG,C_ORG,C_OWN,C_ANN_REV,C_CITY,C_POSTAL,C_STATE,C_COUNTRY,CUST_CODE,C_INCOMEGRP
Corporate,John,,Britto,Male,03-Aug-70,35,Single,282648.4869,Direct Mailer,Web,Active,Mature,Employed,7,Kabsons Industries Limited,,1021291.698,Mumbai,400052,Maharashtra,India,7174,"2,00,000PA to 3,00,000PA"
Individual,Aarti,Vishwanath,Shetty,Female,27-Aug-70,35,Single,465681.0461,Direct Mailer,Web,Dormant,Prospect,Employed,3,Doctors Biotech India Limited,,1167640.869,Mangalore,130009,Karnataka,India,7175,"4,00,000PA to 5,00,000PA"
NRI,Sushila,Subhash,Gada,Male,04-Dec-77,28,Married,287370.5569,SMS,Telephone,Inactive,Attrition,Unemployed,7,Malvika Steel Limited (Subsidiary of Usha India),,1148046.133,Pune,200009,Maharashtra,India,7176,"2,00,000PA to 3,00,000PA"
Individual,Manjita,Subhash,Gada,Male,03-Oct-66,39,Single,382416.5372,Direct Mailer,Web,Active,Mature,Employed,9,India Sugars & Refineries Limited,,1173061.49,Ahmedabad,215008,Gujarat,India,7177,"3,00,000PA to 4,00,000PA"
Corporate,Aruna,Mahendrakumar,Jain,Male,10-Dec-74,31,Single,474463.3414,Direct Mailer,Web,Active,Mature,Employed,9,Nuway Organic Naturals (India) Limited.,,1285792.61,Ahmedabad,215001,Gujarat,India,7178,"4,00,000PA to 5,00,000PA"
NRI,Navinchandra,,Ramchandra,Male,18-Dec-70,35,Single,346368.3971,Direct Mailer,Web,Inactive,Acquired,Employed,9,·BNR Udyog,,1497598.881,Baroda,213050,Gujarat,India,7179,"3,00,000PA to 4,00,000PA"
Corporate,Dhiren,Mahendra,Jain,Female,05-Jul-80,25,Married,477011.6918,Direct Mailer,Web,Active,Mature,Unemployed,1,Nihar Info Global Limited,,1184383.942,Mysore,110009,Karnataka,India,7180,"4,00,000PA to 5,00,000PA"
Individual,Girish,G,Parikh,Male,15-Dec-79,26,Single,356192.5468,Direct Mailer,Web,Active,Mature,Employed,7,Mohan Fibre Products Limited,,1096437.976,Ahmedabad,215008,Gujarat,India,7181,"3,00,000PA to 4,00,000PA"
NRI,Dhirajlal,,Dedhia,Male,30-Jun-69,36,Single,153032.011,SMS,Telephone,Dormant,Prospect,Self Employed,6,·Chicago Pneumatic,Private,1154981.944,Mumbai,400001,Maharashtra,India,7182,"1,00,000PA to 2,00,000PA"
Individual,Swarna,,Malhotra,Male,14-Dec-72,33,Single,384098.199,Direct Mailer,Web,Active,Mature,Employed,7,Washington Softwares Limited,,1172386.516,Bangalore,110007,Karnataka,India,7183,"3,00,000PA to 4,00,000PA"
Corporate,Manjula,,Vasudevan,Male,10-Sep-66,39,Married,223319.6745,Direct Mailer,Web,Active,Attrition,Unemployed,2,F G P Limited,,1417990.21,Mumbai,400007,Maharashtra,India,7184,"2,00,000PA to 3,00,000PA"
NRI,Rajni,Ashok,Parasrampuri,Female,23-Jul-76,29,Single,492854.3495,Direct Mailer,Web,Inactive,Acquired,Employed,6,Monnet International Limited,,1147169.487,Pune,200097,Maharashtra,India,7185,"4,00,000PA to 5,00,000PA"
Corporate,Khozema,Eshaqali,Doriwal,Male,13-Jun-66,39,Single,466353.5695,Direct Mailer,Web,Active,Mature,Employed,7,GIC Suraksha 96 Cumulative,,1366413.738,Ahmedabad,215001,Gujarat,India,7186,"4,00,000PA to 5,00,000PA"
Individual,Akash,,Agarwal,Male,17-Sep-70,35,Single,171464.9145,Direct Mailer,Web,Active,Mature,Employed,1,Indian Seamless Steels & Alloys Limited,,1194096.958,Ahmedabad,215008,Gujarat,India,7187,"1,00,000PA to 2,00,000PA"
NRI,Jaishree,R,Chadha,Male,20-Dec-70,35,Married,312505.2354,SMS,Telephone,Inactive,Acquired,Unemployed,8,Damania Capital Markets Limited,,1174161.496,Bangalore,110001,Karnataka,India,7188,"3,00,000PA to 4,00,000PA"
Individual,John,John,Chenetra,Male,03-Dec-65,40,Single,411484.5417,Direct Mailer,Web,Dormant,Prospect,Employed,3,Jaypee Hotels Limited,,1367343.372,Pune,200009,Maharashtra,India,7189,"4,00,000PA to 5,00,000PA"
Corporate,Sanjay,B,Gupta,Female,29-Sep-65,40,Single,482056.1744,Direct Mailer,Web,Active,Mature,Employed,3,Kunststoffe Industries Limited,,1001285.223,Mysore,110009,Karnataka,India,7190,"4,00,000PA to 5,00,000PA"
NRI,Pankaj,Rajnikant,Ved,Male,25-Feb-65,40,Single,317171.1664,Direct Mailer,Web,Inactive,Acquired,Self Employed,9,Elpro International Limited,Public,1006896.912,Mumbai,400052,Maharashtra,India,7191,"3,00,000PA to 4,00,000PA"
Corporate,Prasad,,Kunder,Male,11-Sep-74,31,Married,484712.4511,Direct Mailer,Web,Active,Attrition,Unemployed,5,G M S Computers India Limited,,1349585.579,Mangalore,130040,Karnataka,India,7192,"4,00,000PA to 5,00,000PA"
Individual,Sushila,Mulchand,Rohira,Male,21-Aug-65,40,Single,301802.9782,Direct Mailer,Web,Active,Mature,Employed,2,Parke-Davis (India) Limited,,1061876.175,Ahmedabad,215008,Gujarat,India,7193,"3,00,000PA to 4,00,000PA"
NRI,Amit,,Pareek,Male,05-Aug-70,35,Single,422359.229,SMS,Telephone,Inactive,Acquired,Employed,3,Shell Mercantile Corpn. Limited,,1118649.259,Bangalore,110007,Karnataka,India,7194,"4,00,000PA to 5,00,000PA"
Individual,Gita,Chandresh,Gajjar,Female,19-Aug-71,34,Single,409130.9588,Direct Mailer,Web,Active,Mature,Employed,5,Nidhi Polyester Limited,,1102975.577,Surat,210030,Gujarat,India,7195,"4,00,000PA to 5,00,000PA"
Corporate,Ramesh,Gokaldas,Devnani,Male,13-Aug-77,28,Married,116685.8055,Direct Mailer,Web,Dormant,Prospect,Unemployed,2,Kopran Limited,,1013851.416,Pune,200098,Maharashtra,India,7196,"1,00,000PA to 2,00,000PA"
NRI,Monish,Arjun,Chhabria,Male,31-Aug-71,34,Single,347359.082,Direct Mailer,Web,Inactive,Acquired,Employed,4,·Blossom Breweries,,1084399.031,Baroda,213050,Gujarat,India,7197,"3,00,000PA to 4,00,000PA"
Corporate,Prakash,Babulal,Mutha,Male,24-Feb-70,35,Single,171071.7302,Direct Mailer,Web,Active,Mature,Employed,4,India Gypsum Limited,,1008287.79,Ahmedabad,215001,Gujarat,India,7198,"1,00,000PA to 2,00,000PA"
Individual,Vasudev,Dayaram,Navani,Male,20-Mar-69,36,Single,308930.4923,Direct Mailer,Web,Active,Mature,Employed,2,Arman Lease & Finance Limited,,1490983.501,Ahmedabad,215008,Gujarat,India,7199,"3,00,000PA to 4,00,000PA"
NRI,Anil,S,Rohira,Female,28-Jul-73,32,Married,207821.2573,Email,SMS,Inactive,Attrition,Self Employed,6,·BNR Udyog,Private,1429337.4,Mumbai,400001,Maharashtra,India,7200,"2,00,000PA to 3,00,000PA"
Individual,Osmund,,Castellino,Male,07-May-65,40,Single,110404.351,Direct Mailer,Web,Active,Mature,Employed,9,Goldstone Technologies Limited,,1173161.399,Ahmedabad,215008,Gujarat,India,7201,"1,00,000PA to 2,00,000PA"
Corporate,Falguni,Deepak,Mistry,Male,13-Mar-72,33,Single,107036.7245,Direct Mailer,Web,Active,Mature,Employed,9,Global Capital Markets Limited,,1305284.044,Pune,200009,Maharashtra,India,7202,"1,00,000PA to 2,00,000PA"
NRI,Devika,Ramesh,Zaveri,Male,11-Apr-66,39,Single,281193.8743,Direct Mailer,Web,Dormant,Prospect,Employed,9,Merck Limited,,1117511.049,Mangalore,130009,Karnataka,India,7203,"2,00,000PA to 3,00,000PA"
Corporate,Sushir,,Lohia,Male,08-Jan-65,40,Married,380453.867,Direct Mailer,Web,Active,Mature,Unemployed,5,Nuway Organic Naturals (India) Limited.,,1481128.966,Baroda,213013,Gujarat,India,7204,"3,00,000PA to 4,00,000PA"
Individual,Archana,Runta,Baruah,Female,07-May-78,27,Single,265252.1235,Direct Mailer,Web,Active,Mature,Employed,3,Indian Hume Pipe Company Limited,,1190572.086,Bangalore,110007,Karnataka,India,7205,"2,00,000PA to 3,00,000PA"
NRI,Vincent,,Corda,Male,06-Dec-73,32,Single,487464.6511,SMS,Telephone,Inactive,Acquired,Employed,5,Savita Chemicals Limited,,1153536.406,Surat,210012,Gujarat,India,7206,"4,00,000PA to 5,00,000PA"
Individual,Sunil,,Muthreja,Male,17-Dec-78,27,Single,192057.6904,Direct Mailer,Web,Active,Mature,Employed,1,Premier Explosives Limited,,1398796.121,Ahmedabad,215008,Gujarat,India,7207,"1,00,000PA to 2,00,000PA"
Corporate,Neeta,Bipin,Kedia,Male,22-Sep-76,29,Married,426862.3562,Direct Mailer,Web,Active,Attrition,Unemployed,9,Tokyo Plast International Limited,,1402135.525,Mumbai,400052,Maharashtra,India,7208,"4,00,000PA to 5,00,000PA"
NRI,Poonam,Bimal,Pandit,Male,18-Jul-67,38,Single,164637.7864,Direct Mailer,Web,Inactive,Acquired,Self Employed,5,Fidelity Finance Limited,Public,1175227.574,Mysore,130010,Karnataka,India,7209,"1,00,000PA to 2,00,000PA"
Corporate,Edathodiyil,Gopinathan,N,Female,29-Aug-67,38,Single,271808.6119,Direct Mailer,Web,Dormant,Prospect,Employed,9,Shalibhadra Infosec Limited,,1485070.827,Pune,200098,Maharashtra,India,7210,"2,00,000PA to 3,00,000PA"
Individual,Rachel,,James,Male,20-Sep-77,28,Single,118371.0762,Direct Mailer,Web,Active,Mature,Employed,7,S I Capital & Financial Services Limited,,1466021.927,Ahmedabad,215008,Gujarat,India,7211,"1,00,000PA to 2,00,000PA"
NRI,Swarn,,Kohli,Male,12-Mar-75,30,Married,356131.5363,SMS,Telephone,Inactive,Acquired,Unemployed,6,Prism Mercantile Company Limited,,1071144.632,Bangalore,110001,Karnataka,India,7212,"3,00,000PA to 4,00,000PA"
Individual,Fateh,Singh,Attar,Male,07-Aug-69,36,Single,105103.9787,Direct Mailer,Web,Active,Mature,Employed,2,·Chennai Petroleum Corporation,,1264931.923,Ahmedabad,215008,Gujarat,India,7213,"1,00,000PA to 2,00,000PA"
Corporate,Mehroo,Firoze,Balsara,Male,26-Jul-78,27,Single,136644.5625,Direct Mailer,Web,Active,Mature,Employed,2,Polar Fan Industries Limited,,1460004.882,Ahmedabad,215001,Gujarat,India,7214,"1,00,000PA to 2,00,000PA"
NRI,Mahesh,A,Dave,Female,23-Jul-70,35,Single,362595.2929,Direct Mailer,Web,Inactive,Acquired,Employed,1,Sterling Tools Limited,,1370834.036,Pune,200097,Maharashtra,India,7215,"3,00,000PA to 4,00,000PA"
Corporate,Mubin,Mohammed,Iqbal,Male,24-Apr-72,33,Married,289856.0359,Direct Mailer,Web,Active,Attrition,Unemployed,5,Patels Airtemp (I) Limited,,1135738.997,Mumbai,400007,Maharashtra,India,7216,"2,00,000PA to 3,00,000PA"
Individual,Nisha,Vasant,Shah,Male,04-Jun-67,38,Single,433883.6455,Direct Mailer,Web,Dormant,Prospect,Employed,3,Diamant Carbon & Graphite Products Limited,,1463280.289,Mangalore,130009,Karnataka,India,7217,"4,00,000PA to 5,00,000PA"
NRI,Bindu,,Jayarajan,Male,02-Jun-70,35,Single,228522.2823,SMS,Telephone,Inactive,Acquired,Self Employed,1,Jaypee Hotels Limited,Private,1497643.534,Mumbai,400001,Maharashtra,India,7218,"2,00,000PA to 3,00,000PA"
Individual,Sheha,Surendra,Satardeka,Male,24-Nov-72,33,Single,415622.5346,Direct Mailer,Web,Active,Mature,Employed,3,Era Financial Services (India) Limited,,1037979.367,Ahmedabad,215008,Gujarat,India,7219,"4,00,000PA to 5,00,000PA"
Corporate,Ivan,D,Costa,Female,02-Oct-66,39,Married,187314.1172,Direct Mailer,Web,Active,Mature,Unemployed,4,Thacker & Company Limited,,1262920.808,Mysore,110009,Karnataka,India,7220,"1,00,000PA to 2,00,000PA"
NRI,Nina,Narottamdas,Shah,Male,09-Nov-76,29,Single,108577.6214,Direct Mailer,Web,Inactive,Acquired,Employed,5,Stovec Industries Limited,,1108223.67,Baroda,213050,Gujarat,India,7221,"1,00,000PA to 2,00,000PA"
Corporate,Anangha,Anand,Patil,Male,11-Nov-77,28,Single,420833.6647,Direct Mailer,Web,Active,Mature,Employed,6,Amzel Automotive Limited,,1318101.166,Ahmedabad,215001,Gujarat,India,7222,"4,00,000PA to 5,00,000PA"
Individual,Sugathan,Kumaran,Paranga,Male,04-Mar-68,37,Single,421050.1579,Direct Mailer,Web,Active,Mature,Employed,1,Indocount Finance Limited,,1068134.86,Ahmedabad,215008,Gujarat,India,7223,"4,00,000PA to 5,00,000PA"
NRI,Sheela,,Mehta,Male,01-Aug-75,30,Married,405176.5294,SMS,Telephone,Dormant,Attrition,Unemployed,8,Tata Chemicals Limited,,1024659.567,Pune,200098,Maharashtra,India,7224,"4,00,000PA to 5,00,000PA"
Individual,Usha,S,Karnik,Female,24-Jul-65,40,Single,182466.6964,Direct Mailer,Web,Active,Mature,Employed,2,Moti Protin Industries Limited,,1280708.836,Mumbai,400052,Maharashtra,India,7225,"1,00,000PA to 2,00,000PA"
Corporate,Sharad,R,Karnik,Male,14-May-75,30,Single,339626.8099,Direct Mailer,Web,Active,Mature,Employed,6,Fine Plast Polymers Limited,,1438205.816,Ahmedabad,215001,Gujarat,India,7226,"3,00,000PA to 4,00,000PA"
NRI,Lawoo,Laxman,Dalvi,Male,13-Sep-72,33,Single,416481.2157,Direct Mailer,Web,Inactive,Acquired,Self Employed,2,Damania Capital Markets Limited,Public,1172844.607,Bangalore,110007,Karnataka,India,7227,"4,00,000PA to 5,00,000PA"
Corporate,Bipin,Dhirajlal,Alreja,Male,28-Feb-66,39,Married,231931.2733,Direct Mailer,Web,Active,Mature,Unemployed,3,Soma Papers & Industries Limited,,1002747.715,Pune,200009,Maharashtra,India,7228,"2,00,000PA to 3,00,000PA"
Individual,Arjun,Yash,Mahajan,Male,21-Apr-75,30,Single,392557.6517,Direct Mailer,Web,Active,Mature,Employed,6,Indocount Finance Limited,,1026340.959,Ahmedabad,215008,Gujarat,India,7229,"3,00,000PA to 4,00,000PA"
NRI,Syed,Mohammad,Husain,Female,11-Feb-65,40,Single,280629.9266,Fax,Direct Mailer,Inactive,Acquired,Employed,4,F G P Limited,,1387167.671,Pune,200097,Maharashtra,India,7230,"2,00,000PA to 3,00,000PA"
Individual,Rajnikant,Dungarshi,Ghel,Male,06-Oct-68,37,Single,456959.5594,Direct Mailer,Web,Dormant,Prospect,Employed,3,·Consolidated Containers,,1379913.917,Mangalore,130009,Karnataka,India,7231,"4,00,000PA to 5,00,000PA"
Corporate,Indumati,Rasiklal,Shah,Male,07-Jan-73,32,Married,476530.474,Direct Mailer,Web,Active,Attrition,Unemployed,2,Enrich Industries Limited,,1072473.632,Mumbai,400007,Maharashtra,India,7232,"4,00,000PA to 5,00,000PA"
NRI,Anilkumar,Laxmilal,Jain,Male,14-Jan-71,34,Single,304807.9127,Direct Mailer,Web,Inactive,Acquired,Employed,3,Thacker & Company Limited,,1130174.006,Baroda,213050,Gujarat,India,7233,"3,00,000PA to 4,00,000PA"
Corporate,Devdas,Narayan,Suvarna,Male,16-May-71,34,Single,289639.3972,Direct Mailer,Web,Active,Mature,Employed,1,Garg Furnace Limited,,1231106.457,Ahmedabad,215001,Gujarat,India,7234,"2,00,000PA to 3,00,000PA"
Individual,Rajshekhar,Ramchandra,Ch,Female,12-May-73,32,Single,267450.4616,Direct Mailer,Web,Active,Mature,Employed,3,Arman Lease & Finance Limited,,1245563.85,Surat,210030,Gujarat,India,7235,"2,00,000PA to 3,00,000PA"
NRI,Liyakatali,Abdulgafoor,P,Male,27-May-69,36,Married,195517.3459,SMS,Telephone,Inactive,Acquired,Self Employed,2,S I Capital & Financial Services Limited,Private,1226206.762,Mumbai,400001,Maharashtra,India,7236,"1,00,000PA to 2,00,000PA"
Individual,Neville,Anthony,Dsouza,Male,06-Nov-71,34,Single,153349.1988,Direct Mailer,Web,Active,Mature,Employed,9,Nihar Info Global Limited,,1018823.076,Ahmedabad,215008,Gujarat,India,7237,"1,00,000PA to 2,00,000PA"
Corporate,Priya,Manish,Gupta,Male,19-Aug-70,35,Single,274322.8958,Direct Mailer,Web,Dormant,Prospect,Employed,3,Shree Rubber Industries Limited,,1038330.93,Pune,200098,Maharashtra,India,7238,"2,00,000PA to 3,00,000PA"
NRI,Tikam,Rijhumal,Thadani,Male,03-Feb-73,32,Single,384482.2384,Direct Mailer,Web,Inactive,Acquired,Employed,8,Dynavision Limited,,1090747.672,Baroda,213050,Gujarat,India,7239,"3,00,000PA to 4,00,000PA"
Corporate,Sourabh,,Bandyopadhyay,Female,03-Sep-68,37,Married,257963.2238,Direct Mailer,Web,Active,Attrition,Unemployed,2,National Plastic Industries Limited,,1257085.071,Mysore,110009,Karnataka,India,7240,"2,00,000PA to 3,00,000PA"
Individual,Satish,Ramakrishnan,Meno,Male,01-May-67,38,Single,106284.1911,Direct Mailer,Web,Active,Mature,Employed,1,Netvista Information Technology Limited,,1362021.908,Pune,200009,Maharashtra,India,7241,"1,00,000PA to 2,00,000PA"
NRI,Shekhar,Danappa,Dolli,Male,18-Aug-79,26,Single,128352.6879,SMS,Telephone,Inactive,Acquired,Employed,2,Martin Burn Limited,,1308456.615,Mumbai,400052,Maharashtra,India,7242,"1,00,000PA to 2,00,000PA"
Individual,S,,Prakash,Male,04-Aug-69,36,Single,207241.9944,Direct Mailer,Web,Active,Mature,Employed,7,Q-Flex Cables Limited,,1031024.647,Ahmedabad,215008,Gujarat,India,7243,"2,00,000PA to 3,00,000PA"
Corporate,F,J,Gandavia,Male,12-Dec-80,25,Married,115958.6512,Direct Mailer,Web,Active,Mature,Unemployed,3,Mohan Fibre Products Limited,,1326113.805,Baroda,213013,Gujarat,India,7244,"1,00,000PA to 2,00,000PA"
NRI,Virender,Singh,Sheorain,Female,26-Jul-75,30,Single,476528.2825,Direct Mailer,Web,Dormant,Prospect,Self Employed,3,Kunststoffe Industries Limited,Public,1341498.664,Pune,200097,Maharashtra,India,7245,"4,00,000PA to 5,00,000PA"
Corporate,Narendrakumar,,Kailashcha,Male,28-Jul-77,28,Single,196969.302,Direct Mailer,Web,Active,Mature,Employed,5,NELCO Limited,,1343720.853,Ahmedabad,215001,Gujarat,India,7246,"1,00,000PA to 2,00,000PA"
Individual,A,H,Mody,Male,19-Mar-75,30,Single,264108.0568,Direct Mailer,Web,Active,Mature,Employed,5,National Aluminium Company Limited,,1368791.95,Ahmedabad,215008,Gujarat,India,7247,"2,00,000PA to 3,00,000PA"
NRI,Santosh,Vasudevan,Pillai,Male,06-May-68,37,Married,134336.2827,SMS,Telephone,Inactive,Attrition,Unemployed,1,Parke-Davis (India) Limited,,1074901.349,Mumbai,400007,Maharashtra,India,7248,"1,00,000PA to 2,00,000PA"
Individual,Sudha,Jawahar,Shah,Male,02-Dec-71,34,Single,161732.7459,Direct Mailer,Web,Active,Mature,Employed,1,Swaraj Engines Limited,,1002633.895,Bangalore,110007,Karnataka,India,7249,"1,00,000PA to 2,00,000PA"
Corporate,Krishnaier,Sundar,Raju,Female,27-May-77,28,Single,322976.7309,Direct Mailer,Web,Active,Mature,Employed,6,·Computech International,,1316246.094,Mysore,110009,Karnataka,India,7250,"3,00,000PA to 4,00,000PA"
NRI,Pankaj,,Kumar,Male,20-Mar-75,30,Single,467404.0228,Direct Mailer,Web,Inactive,Acquired,Employed,6,I S T Limited,,1357792.635,Baroda,213050,Gujarat,India,7251,"4,00,000PA to 5,00,000PA"
Corporate,Noorjehan,Inayat,Khan,Male,04-Feb-67,38,Married,107301.7279,Direct Mailer,Web,Dormant,Prospect,Unemployed,2,Stovec Industries Limited,,1323518.313,Pune,200098,Maharashtra,India,7252,"1,00,000PA to 2,00,000PA"
Individual,Kamlesh,,Kumar,Male,26-Aug-68,37,Single,304038.9464,Direct Mailer,Web,Active,Mature,Employed,6,Samtex Fashions Limited,,1472253.035,Ahmedabad,215008,Gujarat,India,7253,"3,00,000PA to 4,00,000PA"
NRI,Amit,Mahavir,Agarwal,Male,06-Mar-77,28,Single,155679.2457,SMS,Telephone,Inactive,Acquired,Self Employed,9,·Bata India,Private,1329288.567,Mumbai,400001,Maharashtra,India,7254,"1,00,000PA to 2,00,000PA"
Individual,Rachna,Ashok,Chawla,Female,11-Jul-69,36,Single,439534.2337,Direct Mailer,Web,Active,Mature,Employed,1,Rajratan Gustav Wolf Limited,,1238346.277,Surat,210030,Gujarat,India,7255,"4,00,000PA to 5,00,000PA"
Corporate,Pallavi,,Rao,Male,13-Mar-71,34,Married,166321.4254,Direct Mailer,Web,Active,Attrition,Unemployed,9,Nilkamal Plastics Limited,,1017464.077,Mangalore,130040,Karnataka,India,7256,"1,00,000PA to 2,00,000PA"
NRI,Anil,Chandanmal,Brahmech,Male,27-Nov-67,38,Single,171736.4096,Direct Mailer,Web,Inactive,Acquired,Employed,9,L C C Infotech Limited,,1231016.284,Baroda,213050,Gujarat,India,7257,"1,00,000PA to 2,00,000PA"
Corporate,Shivani,Mahesh,Shanbhag,Male,12-Nov-77,28,Single,461543.6831,Direct Mailer,Web,Active,Mature,Employed,4,M T Z Polyfilms Limited,,1435975.591,Ahmedabad,215001,Gujarat,India,7258,"4,00,000PA to 5,00,000PA"
Individual,Renu,,Shome,Male,24-Apr-80,25,Single,399477.0694,Direct Mailer,Web,Dormant,Prospect,Employed,5,Mahaan Foods Limited,,1012888.568,Mumbai,400052,Maharashtra,India,7259,"3,00,000PA to 4,00,000PA"
NRI,Ram,Jhamatmal,Wadhwani,Female,01-Aug-75,30,Married,127024.615,Email,SMS,Inactive,Acquired,Unemployed,2,Parke-Davis (India) Limited,,1090940.616,Pune,200097,Maharashtra,India,7260,"1,00,000PA to 2,00,000PA"
Individual,Pushpa,Suresh,Khandelwal,Male,29-Mar-66,39,Single,220663.4055,Direct Mailer,Web,Active,Mature,Employed,9,·Bhoruka Aluminium,,1216409.616,Ahmedabad,215008,Gujarat,India,7261,"2,00,000PA to 3,00,000PA"
Corporate,Satyen,,Chowdhury,Male,21-Mar-65,40,Single,341608.6828,Direct Mailer,Web,Active,Mature,Employed,8,Sunitee Chemicals Limited,,1346561.685,Ahmedabad,215001,Gujarat,India,7262,"3,00,000PA to 4,00,000PA"
NRI,Veena,Subhash,Shah,Male,12-Jun-75,30,Single,438161.7283,Direct Mailer,Web,Inactive,Acquired,Self Employed,3,Suvarna Aqua Farm & Exports Limited,Public,1380224.88,Mysore,130010,Karnataka,India,7263,"4,00,000PA to 5,00,000PA"
Corporate,Sunita,Prashant,Jain,Male,05-Nov-75,30,Married,221255.5538,Direct Mailer,Web,Active,Attrition,Unemployed,1,Jaypee Hotels Limited,,1175542.814,Mumbai,400007,Maharashtra,India,7264,"2,00,000PA to 3,00,000PA"
Individual,Chandni,H,Thakker,Female,16-Dec-78,27,Single,472316.4432,Direct Mailer,Web,Active,Mature,Employed,9,Alpic Finance Limited,,1007817.708,Surat,210030,Gujarat,India,7265,"4,00,000PA to 5,00,000PA"
NRI,Devesh,,Sanjanwala,Male,30-Jan-78,27,Single,387538.6955,SMS,Telephone,Dormant,Prospect,Employed,2,Prism Finance Limited,,1257442.083,Pune,200098,Maharashtra,India,7266,"3,00,000PA to 4,00,000PA"
Individual,Mohd,Farooq,Abdulaziz,Male,05-Dec-73,32,Single,323818.7856,Direct Mailer,Web,Active,Mature,Employed,1,Swaraj Engines Limited,,1361612.379,Pune,200009,Maharashtra,India,7267,"3,00,000PA to 4,00,000PA"
Corporate,Ketan,Vallabhdas,Vakhari,Male,22-Mar-68,37,Married,460458.1958,Direct Mailer,Web,Active,Mature,Unemployed,1,Tokyo Plast International Limited,,1352538.297,Baroda,213013,Gujarat,India,7268,"4,00,000PA to 5,00,000PA"
NRI,Maryambi,Amir,Kazi,Male,11-Dec-68,37,Single,367707.1783,Direct Mailer,Web,Inactive,Acquired,Employed,5,Zensar Technologies Limited,,1211103.249,Baroda,213050,Gujarat,India,7269,"3,00,000PA to 4,00,000PA"
Corporate,Rajiv,Madhav,Vijayakar,Female,26-Dec-70,35,Single,116951.1493,Direct Mailer,Web,Active,Mature,Employed,6,Shree Global Tradefin Limited,,1430910.066,Mysore,110009,Karnataka,India,7270,"1,00,000PA to 2,00,000PA"
Individual,Nekhil,,Dewan,Male,28-Jul-77,28,Single,414835.2081,Direct Mailer,Web,Active,Mature,Employed,8,Nucent Finance Limited,,1058522.066,Bangalore,110007,Karnataka,India,7271,"4,00,000PA to 5,00,000PA"
NRI,Chandni,Sanjay,Punjabi,Male,04-Feb-79,26,Married,475165.993,SMS,Telephone,Inactive,Attrition,Self Employed,2,Radiant Rotogravure Limited,Private,1322558.518,Mumbai,400001,Maharashtra,India,7272,"4,00,000PA to 5,00,000PA"
Individual,Venugopal,Ponmileri,Koro,Male,27-Dec-67,38,Single,434745.215,Direct Mailer,Web,Dormant,Prospect,Employed,5,Cummins India Limited,,1387698.975,Mangalore,130009,Karnataka,India,7273,"4,00,000PA to 5,00,000PA"
Corporate,Reema,Ashit,Kothari,Male,06-Jan-76,29,Single,358967.5309,Direct Mailer,Web,Active,Mature,Employed,6,·Cethar Industries,,1047572.516,Ahmedabad,215001,Gujarat,India,7274,"3,00,000PA to 4,00,000PA"
NRI,Mandira,C,Ghosh,Female,08-Jul-74,31,Single,365888.0056,Direct Mailer,Web,Inactive,Acquired,Employed,8,Nihar Info Global Limited,,1277870.719,Pune,200097,Maharashtra,India,7275,"3,00,000PA to 4,00,000PA"
Corporate,R,,Venkatraman,Male,04-Dec-77,28,Married,477316.1901,Direct Mailer,Web,Active,Mature,Unemployed,9,Panacea Biotec Limited,,1291404.422,Mumbai,400052,Maharashtra,India,7276,"4,00,000PA to 5,00,000PA"
Individual,Romero,De,Souza,Male,09-Oct-68,37,Single,342404.5642,Direct Mailer,Web,Active,Mature,Employed,9,AKS Credits Limited,,1221765.526,Ahmedabad,215008,Gujarat,India,7277,"3,00,000PA to 4,00,000PA"
NRI,Gitanjali,Samir,Shah,Male,02-Mar-65,40,Single,208657.5958,SMS,Telephone,Inactive,Acquired,Employed,9,Perfect Pack Limited,,1403677.609,Surat,210012,Gujarat,India,7278,"2,00,000PA to 3,00,000PA"
Individual,Mohammad,Irshad,Khan,Male,21-Oct-77,28,Single,376936.4161,Direct Mailer,Web,Active,Mature,Employed,2,·Bata India,,1350485.611,Ahmedabad,215008,Gujarat,India,7279,"3,00,000PA to 4,00,000PA"
Corporate,Suzette,,Dsouza,Female,01-Nov-76,29,Married,346404.3281,Direct Mailer,Web,Dormant,Attrition,Unemployed,7,Tax I-NIT 96,,1210785.64,Mumbai,400007,Maharashtra,India,7280,"3,00,000PA to 4,00,000PA"
NRI,Savio,Allan,Dsouza,Male,04-Oct-80,25,Single,410854.2468,Direct Mailer,Web,Inactive,Acquired,Self Employed,5,F G P Limited,Public,1215849.582,Mysore,130010,Karnataka,India,7281,"4,00,000PA to 5,00,000PA"
Corporate,Sitanshu,Rajnikant,Ghela,Male,21-Nov-72,33,Single,365598.6456,Direct Mailer,Web,Active,Mature,Employed,7,Alpic Finance Limited,,1143053.917,Bangalore,110007,Karnataka,India,7282,"3,00,000PA to 4,00,000PA"
Individual,Raja,,Venkatraman,Male,15-Aug-66,39,Single,276279.0325,Direct Mailer,Web,Active,Mature,Employed,3,Deepharma Laboratories Limited,,1151727.124,Ahmedabad,215008,Gujarat,India,7283,"2,00,000PA to 3,00,000PA"
